"PRODUCT_LINE","GENDER","AGE","MARITAL_STATUS","PROFESSION"
"Mountaineering Equipment","M","NA","Single","Professional"
"Camping Equipment","M","27","Single","Professional"
"Camping Equipment","M","27","Single","Professional"
"Personal Accessories","M","24","Single","Professional"
"Personal Accessories","M","24","Single","PROFESSIONAL"
"Personal Accessories","F","24","Single","Professional"
"Personal Accessories","F","24","Single","Professional"
"Personal Accessories","F","31","Single","Other"
"Personal Accessories","F","31","Single","Other"
"Personal Accessories","F","31","Single","Other"
"Personal Accessories","F","26","Single","Other"
"Personal Accessories","F","26","Single","OTHER"
"Personal Accessories","M","23","Single","Professional"
"Personal Accessories","M","23","Single","Professional"
"Outdoor Protection","M","23","Single","Professional"
"Personal Accessories","F","30","Single","Retail"
"Personal Accessories","F","30","Single","Retail"
"Camping Equipment","M","NA","Single","Trades"
"Mountaineering Equipment","M","26","Single","Trades"
"Camping Equipment","F","32","Married","Hospitality"
"Camping Equipment","F","32","Married","Hospitality"
"Camping Equipment","F","32","Married","Hospitality"
"Camping Equipment","F","32","Married","Hospitality"
"Camping Equipment","F","32","Married","Hospitality"
"Mountaineering Equipment","M","24","Single","Retail"
"Camping Equipment","M","24","Single","Retail"
"Camping Equipment","M","24","Single","Retail"
"Camping Equipment","M","24","Single","Retail"
"Camping Equipment","M","24","Single","Retail"
"Personal Accessories","F","23","Single","Other"
"Personal Accessories","F","23","Single","Other"
"Camping Equipment","M","34","Married","Sales"
"Camping Equipment","M","34","Married","Sales"
"Camping Equipment","F","40","Married","Other"
"Personal Accessories","F","40","Married","Other"
"Mountaineering Equipment","F","40","Married","Other"
"Personal Accessories","F","22","Single","Other"
"Personal Accessories","F","22","Single","Other"
"Camping Equipment","F","35","Married","EXECUTIVE"
"Camping Equipment","F","NA","Married","Executive"
"Camping Equipment","F","35","Married","Executive"
"Camping Equipment","F","35","Married","Executive"
"Camping Equipment","F","53","Unspecified","SALES"
"Personal Accessories","F","53","Unspecified","Sales"
"Mountaineering Equipment","M","24","Single","PROFESSIONAL"
"Personal Accessories","M","24","Single","Professional"
"Personal Accessories","F","23","Single","Sales"
"Personal Accessories","F","23","Single","Sales"
"Camping Equipment","M","35","Married","OTHER"
"Camping Equipment","M","35","Married","Other"
"Camping Equipment","M","35","Married","Other"
"Personal Accessories","F","27","Married","Executive"
"Mountaineering Equipment","F","27","Married","Executive"
"Camping Equipment","F","27","Married","Executive"
"Personal Accessories","F","37","Single","Other"
"Personal Accessories","F","37","Single","Other"
"Mountaineering Equipment","M","25","Single","Retail"
"Mountaineering Equipment","M","25","Single","Retail"
"Mountaineering Equipment","M","25","Single","Retail"
"Personal Accessories","F","32","Married","Executive"
"Personal Accessories","F","32","Married","Executive"
"Camping Equipment","M","33","Married","Trades"
"Camping Equipment","M","33","Married","Trades"
"Outdoor Protection","M","NA","Married","Trades"
"Personal Accessories","F","47","Married","Professional"
"Mountaineering Equipment","M","19","Single","Sales"
"Mountaineering Equipment","M","19","Single","Sales"
"Camping Equipment","M","36","Married","PROFESSIONAL"
"Golf Equipment","M","36","Married","Professional"
"Camping Equipment","F","49","Married","Hospitality"
"Camping Equipment","F","49","Married","Hospitality"
"Camping Equipment","F","32","Married","Other"
"Mountaineering Equipment","F","32","Married","Other"
"Personal Accessories","F","32","Married","Other"
"Golf Equipment","F","32","Married","Other"
"Camping Equipment","M","30","Single","Other"
"Camping Equipment","M","30","Single","Other"
"Golf Equipment","M","30","Single","Other"
"Golf Equipment","M","30","Single","Other"
"Golf Equipment","M","30","Single","Other"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","19","Single","Other"
"Camping Equipment","M","19","Single","Other"
"Camping Equipment","M","19","Single","Other"
"Personal Accessories","F","40","Married","Retired"
"Personal Accessories","F","40","Married","Retired"
"Personal Accessories","F","54","Married","Retired"
"Personal Accessories","F","54","Married","Retired"
"Mountaineering Equipment","M","28","Single","Professional"
"Camping Equipment","M","28","Single","Professional"
"Outdoor Protection","M","28","Single","Professional"
"Camping Equipment","F","30","Married","Hospitality"
"Personal Accessories","F","30","Married","Hospitality"
"Personal Accessories","F","30","Married","Hospitality"
"Personal Accessories","M","27","Married","Other"
"Personal Accessories","M","27","Married","Other"
"Personal Accessories","F","26","Single","Other"
"Personal Accessories","F","26","Single","Other"
"Personal Accessories","F","28","Single","Other"
"Personal Accessories","F","28","Single","Other"
"Outdoor Protection","M","21","Single","Student"
"Personal Accessories","M","21","Single","Student"
"Golf Equipment","M","44","Married","Trades"
"Golf Equipment","M","44","Married","Trades"
"Personal Accessories","M","44","Married","Trades"
"Personal Accessories","M","44","Married","Trades"
"Golf Equipment","M","48","Married","Other"
"Golf Equipment","M","48","Married","Other"
"Golf Equipment","M","48","Married","Other"
"Mountaineering Equipment","M","NA","Single","Professional"
"Mountaineering Equipment","M","30","Single","Professional"
"Mountaineering Equipment","M","30","Single","Professional"
"Mountaineering Equipment","M","30","Single","Professional"
"Mountaineering Equipment","M","30","Single","Professional"
"Golf Equipment","F","58","Unspecified","Hospitality"
"Golf Equipment","F","58","Unspecified","Hospitality"
"Golf Equipment","F","58","Unspecified","Hospitality"
"Golf Equipment","F","58","Unspecified","Hospitality"
"Golf Equipment","F","58","Unspecified","Hospitality"
"Camping Equipment","M","45","Unspecified","Trades"
"Mountaineering Equipment","M","45","Unspecified","Trades"
"Personal Accessories","M","45","Unspecified","TRADES"
"Camping Equipment","F","47","Married","HOSPITALITY"
"Camping Equipment","F","47","Married","Hospitality"
"Camping Equipment","F","47","Married","Hospitality"
"Camping Equipment","F","47","Married","Hospitality"
"Camping Equipment","F","22","Single","OTHER"
"Camping Equipment","F","22","Single","OTHER"
"Camping Equipment","F","22","Single","OTHER"
"Camping Equipment","F","22","Single","Other"
"Camping Equipment","F","43","Married","OTHER"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","M","NA","Married","Executive"
"Camping Equipment","M","NA","Married","Executive"
"Camping Equipment","M","37","Married","EXECUTIVE"
"Camping Equipment","M","37","Married","Executive"
"Personal Accessories","M","18","Single","STUDENT"
"Personal Accessories","M","18","Single","Student"
"Camping Equipment","M","36","Married","Trades"
"Camping Equipment","M","36","Married","Trades"
"Camping Equipment","M","36","Married","Trades"
"Personal Accessories","F","23","Married","Other"
"Camping Equipment","F","23","Married","Other"
"Personal Accessories","F","23","Married","Other"
"Camping Equipment","M","22","Single","PROFESSIONAL"
"Personal Accessories","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","31","Married","Trades"
"Camping Equipment","M","31","Married","TRADES"
"Camping Equipment","M","31","Married","Trades"
"Camping Equipment","M","31","Married","Trades"
"Personal Accessories","M","NA","Married","Professional"
"Camping Equipment","M","28","Married","Professional"
"Golf Equipment","M","28","Married","Professional"
"Camping Equipment","M","28","Married","Professional"
"Golf Equipment","M","28","Married","Professional"
"Camping Equipment","M","30","Married","EXECUTIVE"
"Camping Equipment","M","30","Married","Executive"
"Camping Equipment","M","30","Married","Executive"
"Mountaineering Equipment","M","20","Single","Professional"
"Mountaineering Equipment","M","20","Single","Professional"
"Camping Equipment","M","25","Single","OTHER"
"Camping Equipment","M","25","Single","Other"
"Camping Equipment","M","25","Single","Other"
"Camping Equipment","M","25","Single","Other"
"Personal Accessories","F","23","Single","PROFESSIONAL"
"Personal Accessories","F","23","Single","PROFESSIONAL"
"Camping Equipment","M","36","Married","Other"
"Golf Equipment","M","36","Married","Other"
"Camping Equipment","M","21","Single","Student"
"Personal Accessories","M","21","Single","Student"
"Camping Equipment","M","21","Single","Student"
"Personal Accessories","F","56","Married","OTHER"
"Personal Accessories","F","56","Married","Other"
"Outdoor Protection","F","NA","Married","OTHER"
"Camping Equipment","M","22","Single","TRADES"
"Camping Equipment","M","22","Single","TRADES"
"Camping Equipment","M","22","Single","Trades"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","F","28","Single","PROFESSIONAL"
"Camping Equipment","F","48","Unspecified","Hospitality"
"Camping Equipment","F","48","Unspecified","Hospitality"
"Golf Equipment","M","49","Unspecified","Other"
"Golf Equipment","M","NA","Unspecified","Other"
"Personal Accessories","M","49","Unspecified","Other"
"Golf Equipment","M","49","Unspecified","Other"
"Golf Equipment","M","49","Unspecified","Other"
"Mountaineering Equipment","M","30","Single","PROFESSIONAL"
"Mountaineering Equipment","M","30","Single","Professional"
"Camping Equipment","M","30","Single","Professional"
"Camping Equipment","M","NA","Single","Professional"
"Personal Accessories","F","65","Married","Other"
"Camping Equipment","F","65","Married","Other"
"Outdoor Protection","F","65","Married","OTHER"
"Personal Accessories","F","NA","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","M","29","Single","Other"
"Camping Equipment","M","29","Single","Other"
"Personal Accessories","F","58","Married","RETIRED"
"Personal Accessories","F","58","Married","Retired"
"Camping Equipment","M","23","Single","Trades"
"Camping Equipment","M","23","Single","Trades"
"Camping Equipment","M","23","Single","Trades"
"Personal Accessories","F","40","Married","Other"
"Personal Accessories","F","40","Married","Other"
"Golf Equipment","M","45","Married","Trades"
"Personal Accessories","M","45","Married","Trades"
"Golf Equipment","M","45","Married","Trades"
"Golf Equipment","M","NA","Married","Trades"
"Personal Accessories","F","65","Unspecified","Hospitality"
"Personal Accessories","F","65","Unspecified","Hospitality"
"Personal Accessories","M","35","Unspecified","Trades"
"Personal Accessories","M","35","Unspecified","Trades"
"Personal Accessories","M","35","Unspecified","Trades"
"Mountaineering Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","Other"
"Personal Accessories","M","46","Married","Professional"
"Personal Accessories","M","NA","Married","PROFESSIONAL"
"Golf Equipment","M","41","Married","Retired"
"Golf Equipment","F","32","Married","HOSPITALITY"
"Golf Equipment","F","32","Married","Hospitality"
"Golf Equipment","F","32","Married","Hospitality"
"Personal Accessories","F","NA","Married","Sales"
"Personal Accessories","F","29","Married","SALES"
"Personal Accessories","F","68","Married","Retired"
"Personal Accessories","F","68","Married","RETIRED"
"Mountaineering Equipment","F","68","Married","Retired"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","24","Single","Retail"
"Personal Accessories","F","42","Married","Other"
"Personal Accessories","F","42","Married","Other"
"Camping Equipment","F","36","Married","Executive"
"Camping Equipment","F","36","Married","Executive"
"Outdoor Protection","F","36","Married","Executive"
"Outdoor Protection","M","25","Single","Sales"
"Personal Accessories","M","25","Single","Sales"
"Camping Equipment","M","30","Married","TRADES"
"Camping Equipment","M","30","Married","Trades"
"Golf Equipment","M","50","Married","RETIRED"
"Golf Equipment","M","50","Married","Retired"
"Camping Equipment","F","NA","Married","Other"
"Camping Equipment","F","32","Married","Other"
"Outdoor Protection","F","32","Married","Other"
"Mountaineering Equipment","F","34","Unspecified","Other"
"Mountaineering Equipment","F","34","Unspecified","Other"
"Personal Accessories","F","34","Unspecified","Other"
"Mountaineering Equipment","F","34","Unspecified","Other"
"Camping Equipment","M","NA","Married","Executive"
"Camping Equipment","M","32","Married","Executive"
"Golf Equipment","M","32","Married","Executive"
"Golf Equipment","M","32","Married","Executive"
"Golf Equipment","M","NA","Married","Executive"
"Golf Equipment","M","32","Married","Executive"
"Golf Equipment","M","32","Married","Executive"
"Golf Equipment","M","32","Married","Executive"
"Camping Equipment","F","39","Married","Other"
"Camping Equipment","F","39","Married","Other"
"Camping Equipment","F","39","Married","Other"
"Outdoor Protection","F","39","Married","Other"
"Camping Equipment","M","35","Married","Executive"
"Camping Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","35","Married","Executive"
"Mountaineering Equipment","M","41","Single","Professional"
"Camping Equipment","M","41","Single","Professional"
"Camping Equipment","M","41","Single","Professional"
"Mountaineering Equipment","M","NA","Single","Professional"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","34","Married","Executive"
"Camping Equipment","F","34","Married","Executive"
"Personal Accessories","F","48","Married","Executive"
"Personal Accessories","F","44","Married","Other"
"Camping Equipment","F","55","Unspecified","Hospitality"
"Personal Accessories","F","55","Unspecified","Hospitality"
"Golf Equipment","F","52","Married","Other"
"Golf Equipment","F","52","Married","Other"
"Golf Equipment","F","52","Married","Other"
"Personal Accessories","F","23","Single","Sales"
"Personal Accessories","F","23","Single","Sales"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","F","37","Unspecified","Hospitality"
"Personal Accessories","F","37","Unspecified","Hospitality"
"Mountaineering Equipment","F","38","Unspecified","Other"
"Mountaineering Equipment","F","38","Unspecified","OTHER"
"Mountaineering Equipment","F","38","Unspecified","Other"
"Mountaineering Equipment","F","38","Unspecified","Other"
"Personal Accessories","F","25","Single","Sales"
"Personal Accessories","F","25","Single","Sales"
"Personal Accessories","M","27","Single","Sales"
"Camping Equipment","M","27","Single","Sales"
"Camping Equipment","M","27","Single","Sales"
"Personal Accessories","M","27","Single","Sales"
"Camping Equipment","F","49","Married","HOSPITALITY"
"Outdoor Protection","F","49","Married","HOSPITALITY"
"Personal Accessories","F","29","Single","Student"
"Personal Accessories","F","29","Single","Student"
"Golf Equipment","F","54","Married","Other"
"Golf Equipment","F","54","Married","Other"
"Golf Equipment","F","54","Married","OTHER"
"Golf Equipment","F","54","Married","Other"
"Golf Equipment","F","54","Married","Other"
"Personal Accessories","F","22","Single","Other"
"Personal Accessories","F","22","Single","Other"
"Personal Accessories","F","24","Single","PROFESSIONAL"
"Personal Accessories","F","24","Single","Professional"
"Personal Accessories","F","33","Married","Executive"
"Personal Accessories","F","33","Married","EXECUTIVE"
"Personal Accessories","F","32","Single","Professional"
"Personal Accessories","F","32","Single","Professional"
"Golf Equipment","M","47","Married","Trades"
"Golf Equipment","M","NA","Married","Trades"
"Golf Equipment","M","47","Married","Trades"
"Golf Equipment","M","47","Married","Trades"
"Personal Accessories","M","47","Married","Trades"
"Camping Equipment","F","49","Married","OTHER"
"Golf Equipment","F","49","Married","Other"
"Camping Equipment","F","49","Married","Other"
"Personal Accessories","F","22","Unspecified","Other"
"Mountaineering Equipment","F","NA","Unspecified","Other"
"Mountaineering Equipment","F","22","Unspecified","Other"
"Mountaineering Equipment","F","24","Single","PROFESSIONAL"
"Mountaineering Equipment","F","NA","Single","Professional"
"Personal Accessories","F","24","Single","Professional"
"Mountaineering Equipment","F","24","Single","Professional"
"Mountaineering Equipment","F","24","Single","PROFESSIONAL"
"Camping Equipment","F","35","Married","Other"
"Camping Equipment","F","35","Married","Other"
"Outdoor Protection","F","35","Married","Other"
"Personal Accessories","F","47","Married","Executive"
"Personal Accessories","F","47","Married","Executive"
"Golf Equipment","F","47","Married","Executive"
"Personal Accessories","M","32","Married","Other"
"Camping Equipment","M","32","Married","Other"
"Personal Accessories","M","18","Single","STUDENT"
"Personal Accessories","M","18","Single","Student"
"Camping Equipment","M","41","Married","Sales"
"Camping Equipment","M","41","Married","Sales"
"Camping Equipment","M","37","Unspecified","Trades"
"Personal Accessories","M","37","Unspecified","Trades"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","29","Single","OTHER"
"Personal Accessories","F","25","Single","Other"
"Personal Accessories","F","25","Single","Other"
"Mountaineering Equipment","M","41","Single","Sales"
"Mountaineering Equipment","M","41","Single","Sales"
"Camping Equipment","F","33","Married","Other"
"Camping Equipment","F","33","Married","OTHER"
"Outdoor Protection","F","33","Married","OTHER"
"Camping Equipment","F","44","Married","Executive"
"Camping Equipment","F","44","Married","Executive"
"Camping Equipment","F","44","Married","Executive"
"Outdoor Protection","F","47","Unspecified","Hospitality"
"Personal Accessories","F","47","Unspecified","Hospitality"
"Mountaineering Equipment","F","28","Married","Other"
"Mountaineering Equipment","F","28","Married","Other"
"Personal Accessories","F","28","Married","Other"
"Mountaineering Equipment","F","28","Married","Other"
"Camping Equipment","F","21","Single","Student"
"Personal Accessories","F","21","Single","Student"
"Personal Accessories","F","26","Single","Other"
"Personal Accessories","F","26","Single","Other"
"Camping Equipment","M","36","Married","Other"
"Camping Equipment","M","36","Married","Other"
"Mountaineering Equipment","M","29","Single","Sales"
"Mountaineering Equipment","M","29","Single","Sales"
"Mountaineering Equipment","M","29","Single","Sales"
"Golf Equipment","F","43","Married","Other"
"Personal Accessories","F","NA","Married","Other"
"Personal Accessories","F","43","Married","Other"
"Mountaineering Equipment","M","22","Unspecified","Other"
"Personal Accessories","M","22","Unspecified","OTHER"
"Mountaineering Equipment","M","22","Unspecified","Other"
"Personal Accessories","F","48","Unspecified","Sales"
"Personal Accessories","F","48","Unspecified","Sales"
"Mountaineering Equipment","F","28","Single","Student"
"Mountaineering Equipment","F","28","Single","STUDENT"
"Mountaineering Equipment","F","32","Married","Other"
"Mountaineering Equipment","F","32","Married","Other"
"Personal Accessories","F","32","Married","Other"
"Personal Accessories","F","30","Single","PROFESSIONAL"
"Personal Accessories","F","30","Single","Professional"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","F","43","Married","Other"
"Camping Equipment","M","32","Married","Trades"
"Camping Equipment","M","32","Married","Trades"
"Personal Accessories","F","21","Single","Student"
"Personal Accessories","F","21","Single","Student"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Personal Accessories","F","45","Unspecified","Sales"
"Personal Accessories","F","45","Unspecified","Sales"
"Mountaineering Equipment","F","45","Unspecified","Sales"
"Personal Accessories","F","23","Single","Retail"
"Personal Accessories","F","23","Single","Retail"
"Camping Equipment","F","46","Married","Other"
"Personal Accessories","F","36","Single","PROFESSIONAL"
"Mountaineering Equipment","F","26","Single","Professional"
"Mountaineering Equipment","F","26","Single","Professional"
"Golf Equipment","M","44","Married","Professional"
"Golf Equipment","M","44","Married","Professional"
"Golf Equipment","M","NA","Married","Professional"
"Golf Equipment","M","44","Married","Professional"
"Personal Accessories","M","22","Single","Other"
"Camping Equipment","M","NA","Single","Other"
"Camping Equipment","M","NA","Single","PROFESSIONAL"
"Outdoor Protection","F","33","Unspecified","OTHER"
"Personal Accessories","M","36","Unspecified","Trades"
"Camping Equipment","F","49","Married","Executive"
"Golf Equipment","M","50","Married","Other"
"Personal Accessories","M","50","Married","Other"
"Mountaineering Equipment","M","37","Single","OTHER"
"Mountaineering Equipment","M","37","Single","Other"
"Mountaineering Equipment","M","37","Single","Other"
"Personal Accessories","F","35","Married","Sales"
"Personal Accessories","M","NA","Married","Other"
"Personal Accessories","F","25","Single","Professional"
"Mountaineering Equipment","M","39","Single","Executive"
"Personal Accessories","F","24","Single","Other"
"Camping Equipment","F","25","Unspecified","Sales"
"Mountaineering Equipment","F","25","Unspecified","Sales"
"Camping Equipment","M","26","Single","Other"
"Camping Equipment","M","26","Single","Other"
"Camping Equipment","M","35","Married","Trades"
"Camping Equipment","M","25","Single","Other"
"Outdoor Protection","M","31","Single","Other"
"Personal Accessories","M","31","Single","Other"
"Camping Equipment","F","22","Single","Hospitality"
"Camping Equipment","F","22","Single","Hospitality"
"Personal Accessories","M","44","Married","Professional"
"Personal Accessories","M","25","Married","OTHER"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","36","Married","Sales"
"Golf Equipment","F","55","Married","Other"
"Camping Equipment","F","19","Single","Other"
"Personal Accessories","F","NA","Unspecified","Other"
"Personal Accessories","F","29","Single","Sales"
"Camping Equipment","F","34","Married","Hospitality"
"Mountaineering Equipment","F","34","Married","Hospitality"
"Outdoor Protection","F","34","Married","Hospitality"
"Mountaineering Equipment","F","35","Married","Other"
"Outdoor Protection","F","35","Married","Other"
"Mountaineering Equipment","M","21","Single","Student"
"Camping Equipment","M","19","Single","Trades"
"Camping Equipment","M","NA","Single","Trades"
"Golf Equipment","M","53","Unspecified","Other"
"Golf Equipment","M","42","Unspecified","Other"
"Personal Accessories","M","32","Married","Sales"
"Personal Accessories","M","32","Married","Sales"
"Camping Equipment","F","31","Married","Hospitality"
"Personal Accessories","F","NA","Single","STUDENT"
"Personal Accessories","F","59","Married","Other"
"Golf Equipment","M","41","Unspecified","Other"
"Personal Accessories","M","41","Unspecified","Other"
"Camping Equipment","M","29","Married","Other"
"Personal Accessories","F","60","Married","Other"
"Camping Equipment","M","44","Married","Executive"
"Camping Equipment","M","44","Married","Executive"
"Personal Accessories","M","24","Single","Professional"
"Personal Accessories","F","38","Married","Executive"
"Golf Equipment","M","NA","Married","Retired"
"Personal Accessories","M","50","Married","Retired"
"Personal Accessories","F","28","Married","Sales"
"Personal Accessories","F","59","Married","Other"
"Outdoor Protection","F","59","Married","Other"
"Golf Equipment","M","46","Married","OTHER"
"Golf Equipment","M","46","Married","Other"
"Golf Equipment","M","46","Married","Other"
"Personal Accessories","F","37","Single","Other"
"Camping Equipment","M","29","Single","Professional"
"Golf Equipment","M","32","Unspecified","Sales"
"Personal Accessories","M","NA","Unspecified","Sales"
"Mountaineering Equipment","M","32","Unspecified","Sales"
"Camping Equipment","M","39","Married","Sales"
"Camping Equipment","F","20","Married","Other"
"Mountaineering Equipment","M","24","Single","Student"
"Mountaineering Equipment","M","24","Single","Student"
"Mountaineering Equipment","M","24","Single","Student"
"Personal Accessories","F","30","Single","Other"
"Personal Accessories","F","NA","Married","OTHER"
"Personal Accessories","F","43","Married","Other"
"Personal Accessories","F","28","Single","Professional"
"Personal Accessories","F","28","Single","Professional"
"Outdoor Protection","M","23","Single","Student"
"Personal Accessories","M","23","Single","Student"
"Personal Accessories","M","23","Single","Student"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","29","Single","OTHER"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","19","Single","Retail"
"Personal Accessories","F","19","Single","Retail"
"Camping Equipment","M","33","Single","Other"
"Golf Equipment","M","33","Single","Other"
"Personal Accessories","F","44","Married","Retired"
"Outdoor Protection","F","44","Married","Retired"
"Outdoor Protection","F","44","Married","Retired"
"Personal Accessories","F","NA","Single","Student"
"Personal Accessories","F","21","Single","Student"
"Camping Equipment","M","30","Single","Other"
"Personal Accessories","M","NA","Single","Other"
"Camping Equipment","F","23","Single","Other"
"Camping Equipment","F","23","Single","Other"
"Camping Equipment","F","23","Single","Other"
"Mountaineering Equipment","M","NA","Single","Other"
"Mountaineering Equipment","M","32","Single","Other"
"Mountaineering Equipment","M","32","Single","Other"
"Outdoor Protection","M","32","Single","Other"
"Camping Equipment","F","NA","Married","Other"
"Camping Equipment","F","42","Married","Other"
"Camping Equipment","F","42","Married","Other"
"Outdoor Protection","F","42","Married","Other"
"Outdoor Protection","F","42","Married","Other"
"Golf Equipment","F","37","Unspecified","Hospitality"
"Golf Equipment","F","37","Unspecified","Hospitality"
"Golf Equipment","F","NA","Unspecified","Hospitality"
"Golf Equipment","F","37","Unspecified","Hospitality"
"Camping Equipment","F","47","Married","Other"
"Camping Equipment","F","47","Married","Other"
"Camping Equipment","F","24","Single","Other"
"Camping Equipment","F","NA","Single","Other"
"Camping Equipment","F","27","Single","Other"
"Camping Equipment","F","27","Single","Other"
"Camping Equipment","F","27","Single","Other"
"Camping Equipment","F","27","Single","Other"
"Personal Accessories","F","20","Single","Professional"
"Personal Accessories","F","24","Single","Professional"
"Personal Accessories","F","20","Single","Retail"
"Personal Accessories","F","20","Single","Retail"
"Golf Equipment","M","45","Married","Retired"
"Outdoor Protection","M","NA","Married","Retired"
"Camping Equipment","F","28","Single","OTHER"
"Camping Equipment","F","28","Single","Other"
"Camping Equipment","F","28","Single","OTHER"
"Personal Accessories","F","23","Single","Professional"
"Personal Accessories","F","23","Single","Professional"
"Golf Equipment","M","54","Married","Other"
"Golf Equipment","M","54","Married","Other"
"Golf Equipment","M","54","Married","Other"
"Mountaineering Equipment","M","26","Single","Trades"
"Mountaineering Equipment","M","26","Single","Trades"
"Golf Equipment","F","NA","Married","Other"
"Outdoor Protection","F","44","Married","Other"
"Golf Equipment","F","44","Married","Other"
"Golf Equipment","M","47","Unspecified","Other"
"Golf Equipment","M","47","Unspecified","Other"
"Personal Accessories","M","47","Unspecified","Other"
"Camping Equipment","F","45","Married","Executive"
"Camping Equipment","F","45","Married","Executive"
"Golf Equipment","M","57","Married","Other"
"Golf Equipment","M","57","Married","Other"
"Golf Equipment","M","57","Married","Other"
"Personal Accessories","F","22","Single","Professional"
"Personal Accessories","F","22","Single","Professional"
"Personal Accessories","F","39","Married","Executive"
"Personal Accessories","F","39","Married","Executive"
"Camping Equipment","M","36","Married","SALES"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","36","Married","Sales"
"Camping Equipment","M","36","Married","Sales"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","29","Single","Other"
"Personal Accessories","F","25","Single","Professional"
"Personal Accessories","F","25","Single","Professional"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","19","Single","Executive"
"Personal Accessories","F","36","Married","EXECUTIVE"
"Personal Accessories","F","36","Married","Executive"
"Personal Accessories","M","59","Married","Professional"
"Golf Equipment","M","59","Married","Professional"
"Camping Equipment","M","21","Single","Sales"
"Camping Equipment","M","21","Single","Sales"
"Camping Equipment","M","36","Married","Trades"
"Camping Equipment","M","36","Married","Trades"
"Mountaineering Equipment","F","27","Unspecified","Other"
"Mountaineering Equipment","F","27","Unspecified","OTHER"
"Mountaineering Equipment","F","27","Unspecified","Other"
"Mountaineering Equipment","F","27","Unspecified","Other"
"Mountaineering Equipment","F","27","Unspecified","Other"
"Mountaineering Equipment","F","27","Unspecified","Other"
"Camping Equipment","F","31","Married","Other"
"Camping Equipment","F","31","Married","Other"
"Outdoor Protection","F","31","Married","Other"
"Golf Equipment","M","44","Married","Retired"
"Camping Equipment","M","44","Married","Retired"
"Golf Equipment","M","44","Married","Retired"
"Personal Accessories","F","44","Married","Executive"
"Personal Accessories","F","44","Married","EXECUTIVE"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","19","Single","Executive"
"Camping Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","OTHER"
"Camping Equipment","M","23","Single","Other"
"Camping Equipment","M","23","Single","Other"
"Mountaineering Equipment","M","22","Single","Professional"
"Mountaineering Equipment","M","22","Single","Professional"
"Mountaineering Equipment","M","22","Single","Professional"
"Mountaineering Equipment","M","22","Single","PROFESSIONAL"
"Personal Accessories","F","34","Single","Professional"
"Mountaineering Equipment","M","NA","Single","Trades"
"Mountaineering Equipment","M","22","Single","TRADES"
"Camping Equipment","M","22","Single","Trades"
"Personal Accessories","F","31","Married","Retail"
"Personal Accessories","F","31","Married","Retail"
"Camping Equipment","F","33","Married","Executive"
"Camping Equipment","F","33","Married","Executive"
"Camping Equipment","F","33","Married","Executive"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Golf Equipment","M","51","Married","Professional"
"Personal Accessories","M","51","Married","PROFESSIONAL"
"Golf Equipment","M","51","Married","PROFESSIONAL"
"Golf Equipment","M","51","Married","Professional"
"Camping Equipment","M","43","Married","Other"
"Camping Equipment","M","43","Married","Other"
"Mountaineering Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","22","Single","Professional"
"Camping Equipment","M","34","Single","Student"
"Camping Equipment","M","34","Single","Student"
"Camping Equipment","M","34","Single","Student"
"Camping Equipment","M","20","Single","Other"
"Camping Equipment","M","20","Single","Other"
"Camping Equipment","M","30","Single","Sales"
"Camping Equipment","M","30","Single","Sales"
"Golf Equipment","M","30","Single","Sales"
