PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Camping Equipment,F,34,Married,Other
Mountaineering Equipment,M,42,Single,Professional
Personal Accessories,M,42,Single,Professional
Personal Accessories,F,68,Unspecified,Hospitality
Camping Equipment,M,37,Married,Trades
Mountaineering Equipment,M,37,Married,Trades
Mountaineering Equipment,M,37,Married,Trades
Outdoor Protection,M,37,Married,Trades
Personal Accessories,F,39,Single,Professional
Camping Equipment,M,24,Single,Sales
Camping Equipment,M,24,Single,Sales
Personal Accessories,M,30,Single,Other
Outdoor Protection,M,20,Single,Student
Mountaineering Equipment,F,24,Unspecified,Other
Camping Equipment,F,30,Married,Other
Camping Equipment,M,29,Married,Executive
Personal Accessories,M,29,Married,Executive
Golf Equipment,M,29,Married,Executive
Golf Equipment,M,29,Married,Executive
Mountaineering Equipment,M,39,Single,Professional
Mountaineering Equipment,M,39,Single,Professional
Personal Accessories,M,39,Single,Professional
Mountaineering Equipment,M,39,Single,Professional
Camping Equipment,M,39,Single,Professional
Camping Equipment,F,33,Married,Executive
Camping Equipment,F,33,Married,Executive
Camping Equipment,F,33,Married,Executive
Outdoor Protection,F,33,Married,Executive
Personal Accessories,F,54,Married,Other
Personal Accessories,F,54,Married,Other
Camping Equipment,F,31,Married,Executive
Camping Equipment,F,31,Married,Executive
Camping Equipment,F,34,Married,Other
Outdoor Protection,F,34,Married,Other
Camping Equipment,F,34,Married,Other
Camping Equipment,F,34,Married,Other
Personal Accessories,F,61,Married,Other
Personal Accessories,F,61,Married,Other
Mountaineering Equipment,M,33,Single,Trades
Mountaineering Equipment,M,33,Single,Trades
Personal Accessories,M,33,Single,Trades
Personal Accessories,M,25,Single,Student
Personal Accessories,M,25,Single,Student
Personal Accessories,M,25,Single,Student
Camping Equipment,F,45,Married,Executive
Camping Equipment,F,45,Married,Executive
Camping Equipment,F,45,Married,Executive
Personal Accessories,F,66,Married,Other
Personal Accessories,F,66,Married,Other
Personal Accessories,F,29,Married,Executive
Personal Accessories,F,29,Married,Executive
Mountaineering Equipment,M,45,Married,Professional
Personal Accessories,M,45,Married,Professional
Personal Accessories,M,45,Married,Professional
Camping Equipment,F,39,Married,Executive
Camping Equipment,F,39,Married,Executive
Camping Equipment,F,39,Married,Executive
Mountaineering Equipment,M,28,Single,Sales
Mountaineering Equipment,M,28,Single,Sales
Camping Equipment,M,43,Married,Sales
Camping Equipment,M,43,Married,Sales
Camping Equipment,M,43,Married,Sales
Camping Equipment,F,38,Unspecified,Hospitality
Outdoor Protection,F,38,Unspecified,Hospitality
Camping Equipment,F,38,Unspecified,Hospitality
Outdoor Protection,F,38,Unspecified,Hospitality
Personal Accessories,M,24,Single,Sales
Mountaineering Equipment,M,24,Single,Sales
Golf Equipment,M,31,Married,Executive
Camping Equipment,M,31,Married,Executive
Camping Equipment,M,37,Married,Trades
Camping Equipment,M,37,Married,Trades
Camping Equipment,M,39,Married,Executive
Camping Equipment,M,39,Married,Executive
Personal Accessories,F,21,Single,Sales
Personal Accessories,F,21,Single,Sales
Personal Accessories,F,29,Single,Student
Personal Accessories,F,29,Single,Student
Personal Accessories,M,21,Unspecified,Other
Personal Accessories,M,21,Unspecified,Other
Camping Equipment,F,45,Married,Executive
Outdoor Protection,F,45,Married,Executive
Personal Accessories,F,45,Married,Executive
Camping Equipment,F,45,Married,Executive
Personal Accessories,M,24,Single,Student
Personal Accessories,M,24,Single,Student
Camping Equipment,F,31,Married,Other
Camping Equipment,F,31,Married,Other
Outdoor Protection,F,31,Married,Other
Camping Equipment,F,43,Married,Executive
Camping Equipment,F,43,Married,Executive
Mountaineering Equipment,F,43,Married,Executive
Outdoor Protection,F,43,Married,Executive
Personal Accessories,F,46,Married,Professional
Personal Accessories,F,46,Married,Professional
Personal Accessories,F,46,Married,Executive
Camping Equipment,F,46,Married,Executive
Camping Equipment,F,46,Married,Executive
Personal Accessories,F,46,Married,Executive
Camping Equipment,F,24,Single,Hospitality
Camping Equipment,F,24,Single,Hospitality
Camping Equipment,M,44,Married,Executive
Camping Equipment,M,44,Married,Executive
Personal Accessories,F,32,Single,Professional
Personal Accessories,F,32,Single,Professional
Camping Equipment,M,27,Single,Professional
Camping Equipment,M,27,Single,Professional
Camping Equipment,M,27,Single,Professional
Personal Accessories,M,21,Single,Student
Camping Equipment,M,21,Single,Student
Camping Equipment,M,21,Single,Student
Personal Accessories,M,21,Single,Student
Camping Equipment,M,20,Single,Professional
Camping Equipment,M,20,Single,Professional
Camping Equipment,M,20,Single,Professional
Camping Equipment,M,20,Single,Professional
Camping Equipment,M,20,Single,Professional
Personal Accessories,F,30,Single,Professional
Personal Accessories,F,30,Single,Professional
Camping Equipment,F,30,Married,Other
Camping Equipment,F,30,Married,Other
Personal Accessories,F,30,Married,Other
Camping Equipment,M,37,Married,Other
Camping Equipment,M,37,Married,Other
Personal Accessories,M,37,Married,Other
Camping Equipment,M,37,Married,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Camping Equipment,F,26,Single,Other
Personal Accessories,F,28,Married,Other
Personal Accessories,F,28,Married,Other
Golf Equipment,F,35,Married,Other
Golf Equipment,F,35,Married,Other
Golf Equipment,F,35,Married,Other
Mountaineering Equipment,F,23,Single,Student
Mountaineering Equipment,F,23,Single,Student
Mountaineering Equipment,F,23,Single,Student
Mountaineering Equipment,F,23,Single,Student
Personal Accessories,F,34,Single,Other
Personal Accessories,F,34,Single,Other
Personal Accessories,F,47,Married,Retail
Personal Accessories,F,47,Married,Retail
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,F,41,Unspecified,Hospitality
Personal Accessories,M,21,Single,Student
Personal Accessories,M,21,Single,Student
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Camping Equipment,F,49,Married,Executive
Camping Equipment,F,49,Married,Executive
Camping Equipment,F,49,Married,Executive
Personal Accessories,F,34,Married,Professional
Personal Accessories,F,34,Married,Professional
Personal Accessories,F,25,Married,Executive
Personal Accessories,F,25,Married,Executive
Personal Accessories,F,20,Single,Student
Personal Accessories,F,20,Single,Student
Camping Equipment,F,37,Married,Other
Camping Equipment,F,37,Married,Other
Camping Equipment,F,37,Married,Other
Camping Equipment,F,48,Unspecified,Hospitality
Camping Equipment,F,48,Unspecified,Hospitality
Outdoor Protection,F,48,Unspecified,Hospitality
Personal Accessories,F,18,Single,Retail
Personal Accessories,F,18,Single,Retail
Personal Accessories,F,49,Married,Retail
Camping Equipment,F,49,Married,Retail
Personal Accessories,F,49,Married,Retail
Personal Accessories,F,26,Single,Student
Personal Accessories,F,26,Single,Student
Camping Equipment,F,29,Married,Other
Camping Equipment,F,29,Married,Other
Personal Accessories,F,29,Married,Other
Camping Equipment,F,29,Married,Other
Personal Accessories,F,39,Single,Retail
Personal Accessories,F,39,Single,Retail
Mountaineering Equipment,F,30,Married,Other
Mountaineering Equipment,F,30,Married,Other
Mountaineering Equipment,F,30,Married,Other
Camping Equipment,F,25,Single,Professional
Personal Accessories,F,25,Single,Professional
Camping Equipment,F,25,Single,Professional
Mountaineering Equipment,F,26,Married,Other
Personal Accessories,F,26,Married,Other
Outdoor Protection,F,26,Married,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,45,Married,Professional
Personal Accessories,F,45,Married,Professional
Camping Equipment,M,33,Married,Other
Camping Equipment,M,33,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,F,38,Married,Other
Camping Equipment,F,38,Married,Other
Outdoor Protection,F,38,Married,Other
Camping Equipment,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Personal Accessories,F,38,Married,Professional
Personal Accessories,F,38,Married,Professional
Personal Accessories,F,30,Married,Professional
Personal Accessories,F,30,Married,Professional
Mountaineering Equipment,M,33,Single,Other
Golf Equipment,M,33,Single,Other
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,49,Unspecified,Hospitality
Camping Equipment,F,48,Married,Executive
Camping Equipment,F,48,Married,Executive
Camping Equipment,M,22,Single,Trades
Camping Equipment,M,22,Single,Trades
Camping Equipment,M,22,Single,Trades
Personal Accessories,F,27,Single,Professional
Personal Accessories,F,27,Single,Professional
Personal Accessories,F,46,Married,Sales
Personal Accessories,F,46,Married,Sales
Personal Accessories,F,46,Married,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,23,Single,Sales
Mountaineering Equipment,M,32,Single,Professional
Mountaineering Equipment,M,32,Single,Professional
Personal Accessories,F,36,Single,Other
Personal Accessories,F,36,Single,Other
Camping Equipment,M,34,Unspecified,Sales
Camping Equipment,M,34,Unspecified,Sales
Golf Equipment,M,34,Unspecified,Sales
Golf Equipment,M,34,Unspecified,Sales
Golf Equipment,M,34,Unspecified,Sales
Golf Equipment,M,34,Unspecified,Sales
Camping Equipment,M,35,Married,Trades
Camping Equipment,M,35,Married,Trades
Personal Accessories,F,36,Single,Professional
Personal Accessories,F,36,Single,Professional
Camping Equipment,M,29,Married,Other
Personal Accessories,M,29,Married,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,44,Married,Sales
Personal Accessories,F,44,Married,Sales
Mountaineering Equipment,M,46,Married,Other
Personal Accessories,M,46,Married,Other
Camping Equipment,M,46,Married,Other
Mountaineering Equipment,M,19,Single,Retail
Mountaineering Equipment,M,19,Single,Retail
Personal Accessories,M,19,Single,Retail
Camping Equipment,M,40,Married,Other
Outdoor Protection,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Golf Equipment,M,36,Married,Sales
Camping Equipment,M,36,Married,Sales
Camping Equipment,M,36,Married,Sales
Golf Equipment,M,36,Married,Sales
Golf Equipment,M,36,Married,Sales
Golf Equipment,M,36,Married,Sales
Personal Accessories,F,47,Married,Professional
Personal Accessories,F,47,Married,Professional
Personal Accessories,F,52,Unspecified,Hospitality
Outdoor Protection,F,52,Unspecified,Hospitality
Personal Accessories,F,52,Unspecified,Hospitality
Personal Accessories,F,48,Married,Retired
Personal Accessories,F,48,Married,Retired
Personal Accessories,M,17,Single,Student
Personal Accessories,M,17,Single,Student
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Personal Accessories,F,28,Single,Retail
Personal Accessories,F,28,Single,Retail
Personal Accessories,F,49,Married,Sales
Personal Accessories,F,49,Married,Sales
Mountaineering Equipment,M,20,Single,Professional
Personal Accessories,M,20,Single,Professional
Personal Accessories,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Personal Accessories,F,19,Single,Retail
Personal Accessories,F,19,Single,Retail
Camping Equipment,M,30,Single,Other
Personal Accessories,M,30,Single,Other
Camping Equipment,M,30,Single,Other
Personal Accessories,F,35,Single,Other
Personal Accessories,F,35,Single,Other
Personal Accessories,F,47,Married,Other
Personal Accessories,F,47,Married,Other
Outdoor Protection,F,47,Married,Other
Camping Equipment,M,41,Married,Other
Camping Equipment,M,41,Married,Other
Personal Accessories,F,39,Single,Professional
Personal Accessories,F,39,Single,Professional
Personal Accessories,F,21,Single,Retail
Personal Accessories,F,21,Single,Retail
Golf Equipment,M,59,Married,Other
Golf Equipment,M,59,Married,Other
Golf Equipment,M,59,Married,Other
Golf Equipment,M,59,Married,Other
Personal Accessories,M,23,Unspecified,Other
Mountaineering Equipment,M,23,Unspecified,Other
Mountaineering Equipment,M,23,Unspecified,Other
Camping Equipment,M,23,Unspecified,Other
Personal Accessories,F,33,Single,Professional
Camping Equipment,F,33,Single,Professional
Personal Accessories,F,33,Single,Professional
Camping Equipment,F,35,Married,Other
Outdoor Protection,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Outdoor Protection,F,35,Married,Other
Camping Equipment,M,44,Married,Trades
Camping Equipment,M,44,Married,Trades
Camping Equipment,M,44,Married,Trades
Camping Equipment,M,26,Married,Executive
Camping Equipment,M,26,Married,Executive
Camping Equipment,M,26,Married,Executive
Camping Equipment,M,26,Married,Executive
Personal Accessories,M,26,Married,Executive
Personal Accessories,F,22,Single,Sales
Personal Accessories,F,22,Single,Sales
Personal Accessories,F,28,Married,Professional
Personal Accessories,F,28,Married,Professional
Camping Equipment,F,40,Married,Other
Camping Equipment,F,40,Married,Other
Personal Accessories,F,40,Married,Other
Camping Equipment,F,40,Married,Other
Personal Accessories,F,25,Single,Student
Personal Accessories,F,25,Single,Student
Camping Equipment,F,31,Married,Executive
Personal Accessories,F,31,Married,Executive
Mountaineering Equipment,F,31,Married,Executive
Camping Equipment,F,31,Married,Executive
Personal Accessories,F,27,Single,Retail
Personal Accessories,F,27,Single,Retail
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Golf Equipment,M,46,Married,Professional
Personal Accessories,M,46,Married,Professional
Mountaineering Equipment,F,22,Single,Other
Personal Accessories,F,22,Single,Other
Personal Accessories,F,22,Single,Other
Camping Equipment,F,19,Single,Other
Camping Equipment,F,19,Single,Other
Camping Equipment,F,19,Single,Other
Camping Equipment,M,34,Married,Trades
Camping Equipment,M,34,Married,Trades
Personal Accessories,M,24,Single,Other
Personal Accessories,M,24,Single,Other
Personal Accessories,F,48,Married,Sales
Personal Accessories,F,48,Married,Sales
Camping Equipment,F,32,Married,Executive
Personal Accessories,F,32,Married,Executive
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Mountaineering Equipment,F,26,Single,Other
Mountaineering Equipment,F,26,Single,Other
Personal Accessories,F,26,Single,Other
Mountaineering Equipment,F,26,Single,Other
Mountaineering Equipment,F,26,Single,Other
Golf Equipment,M,50,Married,Retired
Personal Accessories,M,50,Married,Retired
Golf Equipment,M,50,Married,Retired
Golf Equipment,M,50,Married,Retired
Personal Accessories,M,25,Married,Professional
Camping Equipment,M,25,Married,Professional
Camping Equipment,M,25,Married,Professional
Personal Accessories,M,44,Married,Other
Personal Accessories,M,44,Married,Other
Outdoor Protection,M,21,Single,Retail
Mountaineering Equipment,M,21,Single,Retail
Mountaineering Equipment,M,42,Single,Sales
Camping Equipment,M,42,Single,Sales
Camping Equipment,M,42,Single,Sales
Personal Accessories,F,31,Married,Other
Personal Accessories,F,31,Married,Other
Mountaineering Equipment,F,29,Married,Other
Mountaineering Equipment,F,29,Married,Other
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Personal Accessories,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Golf Equipment,M,57,Unspecified,Other
Mountaineering Equipment,F,37,Married,Executive
Personal Accessories,F,37,Married,Executive
Camping Equipment,M,35,Married,Executive
Camping Equipment,M,35,Married,Executive
Golf Equipment,M,52,Unspecified,Other
Golf Equipment,M,52,Unspecified,Other
Personal Accessories,M,34,Single,Professional
Personal Accessories,M,34,Single,Professional
Camping Equipment,M,43,Married,Other
Camping Equipment,M,43,Married,Other
Camping Equipment,M,43,Married,Other
Mountaineering Equipment,M,43,Married,Other
Mountaineering Equipment,M,43,Married,Other
Camping Equipment,M,43,Married,Other
Personal Accessories,F,19,Single,Other
Personal Accessories,F,19,Single,Other
Camping Equipment,F,19,Single,Other
Personal Accessories,F,29,Single,Other
Personal Accessories,F,29,Single,Other
Personal Accessories,F,26,Single,Retail
Personal Accessories,F,26,Single,Retail
Camping Equipment,M,33,Married,Sales
Camping Equipment,M,33,Married,Sales
Camping Equipment,M,33,Married,Sales
Camping Equipment,M,33,Married,Sales
Camping Equipment,F,24,Single,Hospitality
Camping Equipment,F,24,Single,Hospitality
Personal Accessories,M,29,Single,Professional
Personal Accessories,M,29,Single,Professional
Camping Equipment,F,46,Married,Executive
Camping Equipment,F,46,Married,Executive
Camping Equipment,F,46,Married,Executive
Mountaineering Equipment,M,19,Single,Student
Mountaineering Equipment,M,19,Single,Student
Camping Equipment,M,19,Single,Student
Personal Accessories,F,52,Unspecified,Hospitality
Personal Accessories,F,52,Unspecified,Hospitality
Outdoor Protection,F,52,Unspecified,Hospitality
Personal Accessories,F,48,Unspecified,Hospitality
Personal Accessories,F,48,Unspecified,Hospitality
Camping Equipment,F,21,Single,Hospitality
Camping Equipment,F,21,Single,Hospitality
Camping Equipment,M,26,Single,Sales
Camping Equipment,M,26,Single,Sales
Personal Accessories,M,26,Single,Sales
Camping Equipment,M,26,Single,Sales
Personal Accessories,F,39,Married,Professional
Personal Accessories,F,39,Married,Professional
Camping Equipment,M,26,Single,Other
Camping Equipment,M,26,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Camping Equipment,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Mountaineering Equipment,M,31,Single,Professional
Mountaineering Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,31,Single,Professional
Camping Equipment,M,30,Married,Executive
Camping Equipment,M,30,Married,Executive
Camping Equipment,M,30,Married,Executive
Camping Equipment,M,30,Married,Executive
Camping Equipment,M,30,Married,Executive
Camping Equipment,M,30,Married,Executive
Personal Accessories,F,51,Married,Professional
Camping Equipment,F,51,Married,Professional
Personal Accessories,F,51,Married,Professional
Camping Equipment,M,27,Married,Sales
Mountaineering Equipment,M,27,Married,Sales
Personal Accessories,M,27,Married,Sales
Personal Accessories,M,27,Married,Sales
Personal Accessories,F,36,Single,Professional
Personal Accessories,F,36,Single,Professional
Camping Equipment,F,36,Unspecified,Hospitality
Camping Equipment,F,36,Unspecified,Hospitality
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Personal Accessories,M,46,Married,Retired
Golf Equipment,M,46,Married,Retired
Golf Equipment,M,46,Married,Retired
Personal Accessories,M,46,Married,Retired
Personal Accessories,M,46,Married,Retired
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Camping Equipment,F,36,Married,Other
Mountaineering Equipment,F,36,Married,Other
Mountaineering Equipment,F,36,Married,Other
Camping Equipment,M,34,Married,Executive
Camping Equipment,M,34,Married,Executive
Camping Equipment,M,34,Married,Executive
Mountaineering Equipment,M,27,Single,Professional
Mountaineering Equipment,M,27,Single,Professional
Mountaineering Equipment,M,27,Single,Professional
Camping Equipment,M,26,Single,Sales
Outdoor Protection,M,26,Single,Sales
Mountaineering Equipment,M,26,Single,Sales
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Personal Accessories,F,37,Single,Retail
Personal Accessories,F,37,Single,Retail
Camping Equipment,M,31,Married,Sales
Camping Equipment,M,31,Married,Sales
Camping Equipment,M,31,Married,Sales
Personal Accessories,F,33,Single,Professional
Personal Accessories,F,33,Single,Professional
Mountaineering Equipment,F,25,Single,Professional
Mountaineering Equipment,F,25,Single,Professional
Mountaineering Equipment,F,23,Single,Student
Mountaineering Equipment,F,23,Single,Student
Mountaineering Equipment,F,23,Single,Student
Personal Accessories,F,23,Single,Student
Outdoor Protection,F,23,Single,Student
Personal Accessories,M,43,Married,Other
Personal Accessories,M,43,Married,Other
Personal Accessories,M,49,Unspecified,Trades
Personal Accessories,M,49,Unspecified,Trades
Personal Accessories,F,20,Single,Retail
Personal Accessories,F,20,Single,Retail
Camping Equipment,M,34,Married,Sales
Camping Equipment,M,34,Married,Sales
Personal Accessories,M,34,Married,Sales
Mountaineering Equipment,M,34,Married,Sales
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Golf Equipment,F,36,Married,Other
Personal Accessories,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Golf Equipment,M,44,Married,Trades
Golf Equipment,M,44,Married,Trades
Camping Equipment,M,42,Married,Executive
Camping Equipment,M,42,Married,Executive
Camping Equipment,F,33,Married,Other
Camping Equipment,F,33,Married,Other
Outdoor Protection,F,33,Married,Other
Mountaineering Equipment,M,24,Single,Other
Outdoor Protection,M,24,Single,Other
Mountaineering Equipment,M,24,Single,Other
Mountaineering Equipment,M,24,Single,Other
Mountaineering Equipment,M,24,Single,Other
Mountaineering Equipment,M,24,Single,Other
Personal Accessories,F,59,Married,Other
Outdoor Protection,F,59,Married,Other
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Camping Equipment,M,33,Married,Executive
Camping Equipment,F,47,Married,Sales
Camping Equipment,F,47,Married,Sales
Camping Equipment,F,47,Married,Sales
Mountaineering Equipment,M,43,Married,Other
Mountaineering Equipment,M,43,Married,Other
Personal Accessories,M,43,Married,Other
Mountaineering Equipment,M,43,Married,Other
Mountaineering Equipment,M,43,Married,Other
Camping Equipment,M,43,Married,Other
Mountaineering Equipment,M,21,Single,Sales
Mountaineering Equipment,M,21,Single,Sales
Personal Accessories,M,21,Single,Sales
Mountaineering Equipment,M,21,Single,Sales
Camping Equipment,M,21,Single,Sales
Personal Accessories,M,21,Single,Sales
Personal Accessories,F,32,Married,Executive
Personal Accessories,F,32,Married,Executive
Personal Accessories,M,21,Single,Sales
Personal Accessories,M,21,Single,Sales
Personal Accessories,F,21,Single,Retail
Personal Accessories,F,21,Single,Retail
Camping Equipment,M,31,Married,Other
Personal Accessories,M,31,Married,Other
Camping Equipment,M,25,Single,Sales
Camping Equipment,M,25,Single,Sales
Camping Equipment,M,25,Single,Sales
Personal Accessories,F,36,Married,Executive
Personal Accessories,F,36,Married,Executive
Golf Equipment,M,24,Single,Student
Personal Accessories,M,24,Single,Student
Camping Equipment,M,24,Single,Student
Golf Equipment,F,37,Married,Other
Mountaineering Equipment,M,19,Single,Student
Mountaineering Equipment,M,19,Single,Student
Mountaineering Equipment,M,29,Married,Other
Mountaineering Equipment,M,29,Married,Other
Personal Accessories,F,33,Married,Professional
Golf Equipment,M,55,Married,Professional
Golf Equipment,M,55,Married,Professional
Golf Equipment,M,55,Married,Professional
Camping Equipment,F,37,Married,Retail
Outdoor Protection,F,37,Married,Retail
Mountaineering Equipment,F,37,Married,Other
Personal Accessories,F,39,Single,Other
Personal Accessories,M,36,Married,Other
Personal Accessories,F,47,Married,Professional
Camping Equipment,M,30,Married,Other
Personal Accessories,M,30,Married,Other
Personal Accessories,F,27,Single,Sales
Golf Equipment,F,46,Married,Other
Golf Equipment,F,46,Married,Other
Personal Accessories,M,42,Unspecified,Trades
Personal Accessories,F,46,Married,Retired
Mountaineering Equipment,F,22,Single,Student
Personal Accessories,F,54,Married,Other
Personal Accessories,F,26,Single,Retail
Personal Accessories,F,25,Single,Other
Camping Equipment,M,33,Married,Sales
Personal Accessories,M,33,Married,Sales
Camping Equipment,F,26,Married,Other
Camping Equipment,F,26,Married,Other
Outdoor Protection,F,26,Married,Other
Personal Accessories,F,26,Married,Other
Personal Accessories,F,24,Single,Other
Personal Accessories,F,52,Unspecified,Hospitality
Personal Accessories,F,28,Single,Professional
Camping Equipment,M,35,Married,Trades
Personal Accessories,F,25,Single,Other
Outdoor Protection,M,33,Married,Trades
Camping Equipment,M,33,Married,Trades
Personal Accessories,F,66,Unspecified,Hospitality
Personal Accessories,F,24,Married,Retail
Outdoor Protection,F,24,Married,Retail
Camping Equipment,F,47,Married,Executive
Outdoor Protection,F,47,Married,Executive
Personal Accessories,F,53,Married,Other
Personal Accessories,F,39,Married,Professional
Mountaineering Equipment,M,37,Single,Sales
Mountaineering Equipment,M,37,Single,Sales
Camping Equipment,M,37,Single,Sales
Camping Equipment,M,34,Married,Executive
Golf Equipment,F,47,Unspecified,Hospitality
Golf Equipment,F,47,Unspecified,Hospitality
Personal Accessories,F,29,Single,Professional
Camping Equipment,F,44,Married,Other
Camping Equipment,M,31,Married,Other
Camping Equipment,M,31,Married,Other
Camping Equipment,M,31,Married,Executive
Personal Accessories,F,36,Married,Executive
Camping Equipment,M,25,Married,Executive
Camping Equipment,M,34,Married,Sales
Camping Equipment,M,34,Married,Sales
Mountaineering Equipment,M,24,Single,Professional
Personal Accessories,M,24,Single,Professional
Camping Equipment,M,19,Single,Trades
Camping Equipment,M,19,Single,Trades
Camping Equipment,M,44,Married,Trades
Camping Equipment,M,31,Married,Trades
Camping Equipment,M,31,Married,Trades
Camping Equipment,F,30,Married,Other
Personal Accessories,F,21,Single,Sales
Camping Equipment,M,40,Married,Other
Camping Equipment,F,41,Married,Executive
Mountaineering Equipment,F,41,Married,Executive
Camping Equipment,F,45,Married,Executive
Outdoor Protection,F,45,Married,Executive
Camping Equipment,F,46,Married,Hospitality
Golf Equipment,F,34,Married,Other
Golf Equipment,F,34,Married,Other
Golf Equipment,F,34,Married,Other
Golf Equipment,F,34,Married,Other
Camping Equipment,F,37,Married,Other
Camping Equipment,F,37,Married,Other
Camping Equipment,M,19,Single,Trades
Camping Equipment,M,19,Single,Trades
Camping Equipment,F,35,Married,Other
Outdoor Protection,F,35,Married,Other
Personal Accessories,F,66,Married,Retired
Camping Equipment,M,35,Married,Other
Personal Accessories,F,43,Unspecified,Hospitality
Camping Equipment,M,38,Married,Sales
Camping Equipment,F,37,Married,Other
Outdoor Protection,F,37,Married,Other
Personal Accessories,F,23,Single,Student
Personal Accessories,M,44,Married,Trades
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Golf Equipment,M,48,Married,Other
Camping Equipment,M,26,Single,Trades
Camping Equipment,M,26,Single,Trades
Personal Accessories,F,29,Single,Retail
Camping Equipment,F,36,Married,Other
Camping Equipment,M,33,Married,Sales
Camping Equipment,M,33,Married,Sales
Mountaineering Equipment,M,33,Married,Sales
Mountaineering Equipment,M,33,Married,Sales
Camping Equipment,F,32,Married,Other
Camping Equipment,F,32,Married,Other
Camping Equipment,F,32,Married,Other
Camping Equipment,F,26,Married,Retail
Outdoor Protection,F,26,Married,Retail
Personal Accessories,F,26,Married,Retail
Golf Equipment,M,42,Married,Retired
Mountaineering Equipment,M,37,Married,Professional
Personal Accessories,M,37,Married,Professional
Camping Equipment,M,37,Married,Professional
Personal Accessories,F,28,Single,Other
Mountaineering Equipment,M,29,Single,Trades
Mountaineering Equipment,M,29,Single,Trades
Mountaineering Equipment,M,29,Single,Trades
Mountaineering Equipment,M,38,Single,Sales
Camping Equipment,M,38,Single,Sales
Camping Equipment,M,43,Married,Sales
Golf Equipment,F,52,Married,Other
Golf Equipment,F,52,Married,Other
Camping Equipment,F,49,Married,Executive
Camping Equipment,F,49,Married,Executive
Outdoor Protection,F,49,Married,Executive
Golf Equipment,F,27,Single,Other
Camping Equipment,F,27,Single,Other
